333910.810194,387515.237812,0,730
333457.284464,386618.793096,0,730
333439.326049,386841.132724,0,730
333642.147412,386877.971119,0,730
333536.769856,386916.70229,0,730
334298.766404,386969.935103,0,730
334257.181784,386966.786445,0,730
333948.656262,386745.600331,0,730
333517.165774,387327.086153,0,730
333892.85186,387342.793507,0,730
333312.676672,386755.272385,0,730
333903.763475,387217.190259,0,730
333327.406974,386704.978936,0,730
333689.201061,387581.120379,0,730
333531.192923,386269.979659,0,730
333783.235925,386464.135237,0,730
333946.562897,386918.577742,0,730
333149.643422,386805.326932,0,730
333808.801434,386468.993689,0,730
333590.746321,386748.76921,0,730
334073.518003,386572.247448,0,730
333891.965085,387396.806828,0,730
333776.432825,386381.11529,0,730
333578.195555,386601.852365,0,730
334542.349999,387014.060522,0,730
333284.255779,386831.393392,0,730
333810.286105,387881.389664,0,730
333890.831093,387633.338077,0,730
333358.586044,386769.933317,0,730
333672.306236,387497.924371,0,730
334465.534429,387009.715649,0,730
334056.727966,386592.941532,0,730
333495.917495,386737.846673,0,730
333684.046028,387449.321704,0,730
333417.604907,387280.901528,0,730
333862.734052,386715.748016,0,730
333625.252907,386535.015834,0,730
333207.541979,386847.435121,0,730
334033.209582,386557.688697,0,730
333552.103566,387151.258132,0,730
333709.188485,386518.021839,0,730
333436.21653,386954.219427,0,730
333869.09636,387812.552445,0,730
333452.119738,386924.417724,0,730
333400.999118,387185.213818,0,730
333696.172068,387383.105679,0,730
333858.632422,387443.739418,0,730
333711.027622,386904.737488,0,730
333669.254825,387826.399598,0,730
333450.963971,387048.614989,0,730
333634.194483,386950.118467,0,730
333178.668566,386834.879931,0,730
333827.677014,387737.530651,0,730
333940.318304,387024.652592,0,730
333913.047419,387380.902106,0,730
334015.402996,386999.509625,0,730
333740.42111,387864.261342,0,730
334014.422994,387092.673446,0,730
333442.448585,387126.660328,0,730
334125.953869,386812.423725,0,730
333646.812016,386273.034625,0,730
333266.873294,386700.128171,0,730
333413.537525,387153.083163,0,730
333627.382539,387841.227945,0,730
333798.263895,387414.397988,0,730
333561.010798,386573.703684,0,730
333845.18284,387640.519332,0,730
334043.730615,387096.091726,0,730
333697.068355,387787.92117,0,730
334280.018619,386948.130196,0,730
333664.061801,386835.757973,0,730
333911.724371,386490.678295,0,730
333513.000728,387382.957728,0,730
333871.320868,386375.972677,0,730
334016.588285,386503.789424,0,730
333380.777939,386652.826087,0,730
334453.332184,387040.274712,0,730
334004.063019,386524.180872,0,730
333361.102042,386836.99245,0,730
333675.213102,387009.557448,0,730
333649.721951,387119.387747,0,730
333437.591533,386977.795499,0,730
333899.018649,387748.064736,0,730
333920.064512,386460.26626,0,730
333669.454643,386352.952004,0,730
334216.155844,387017.739079,0,730
334019.46385,387040.048247,0,730
333589.856416,386727.768322,0,730
333557.467537,386772.319563,0,730
333437.611191,387004.899342,0,730
333697.738577,386859.844564,0,730
333910.919177,387122.432714,0,730
333686.1792,386977.983352,0,730
333787.618471,387792.302389,0,730
333369.217342,386725.69795,0,730
333385.152069,387152.417162,0,730
333751.61376,387644.236637,0,730
334149.972573,386740.898143,0,730
333508.788083,386334.568352,0,730
334031.008081,386682.211894,0,730
333761.613994,386479.929273,0,730
333731.713832,387622.260945,0,730
333748.436449,387097.991695,0,730
334081.205704,386655.595093,0,730
333679.301339,387552.914821,0,730
333778.459041,387121.036502,0,730
333634.172072,387139.563637,0,730
333415.61296,386827.45724,0,730
333469.599516,387010.576989,0,730
333446.25976,386643.34099,0,730
333317.640249,386987.696275,0,730
333507.368478,386592.586746,0,730
334161.031943,386770.202883,0,730
334453.291204,386891.707675,0,730
334026.299884,387073.83115,0,730
334178.283489,387003.052294,0,730
334322.892535,387104.607847,0,730
334138.61083,386952.084314,0,730
333779.204328,387805.763674,0,730
333460.893762,386377.507566,0,730
333940.105417,386409.670456,0,730
333536.546702,386591.988269,0,730
