2.000000000000000000e+00,1.000000000000000000e+01,-3.391041690925000296e+01
2.000000000000000000e+00,1.100000000000000000e+01,-2.332188589200000450e+01
3.000000000000000000e+00,0.000000000000000000e+00,-1.396173017749999801e+00
3.000000000000000000e+00,1.000000000000000000e+00,-1.381349059300000182e+00
3.000000000000000000e+00,2.000000000000000000e+00,-1.580811307849999903e+00
3.000000000000000000e+00,3.000000000000000000e+00,-1.722917916100000113e+00
3.000000000000000000e+00,4.000000000000000000e+00,-2.096966938409999592e+00
3.000000000000000000e+00,5.000000000000000000e+00,-2.501233618619999710e+00
3.000000000000000000e+00,6.000000000000000000e+00,-3.102338634319999677e+00
3.000000000000000000e+00,7.000000000000000000e+00,-3.932224412219999188e+00
3.000000000000000000e+00,8.000000000000000000e+00,-4.582826229650001082e+00
3.000000000000000000e+00,9.000000000000000000e+00,-8.550229168699999605e+00
3.000000000000000000e+00,1.000000000000000000e+01,-3.018737500113999772e+01
3.000000000000000000e+00,1.100000000000000000e+01,-2.590725574509999873e+01
4.000000000000000000e+00,0.000000000000000000e+00,-3.616912817700006499e-01
4.000000000000000000e+00,1.000000000000000000e+00,-4.926632798299994676e-01
4.000000000000000000e+00,2.000000000000000000e+00,-5.702394066099998327e-01
4.000000000000000000e+00,3.000000000000000000e+00,-7.132850398899996947e-01
4.000000000000000000e+00,4.000000000000000000e+00,-9.506698681899994341e-01
4.000000000000000000e+00,5.000000000000000000e+00,-1.273369026210000143e+00
4.000000000000000000e+00,6.000000000000000000e+00,-1.968841141040000409e+00
4.000000000000000000e+00,7.000000000000000000e+00,-2.651224408190000048e+00
4.000000000000000000e+00,8.000000000000000000e+00,-3.384148502210000409e+00
4.000000000000000000e+00,9.000000000000000000e+00,-5.913406680919999658e+00
4.000000000000000000e+00,1.000000000000000000e+01,-2.045465700023000011e+01
4.000000000000000000e+00,1.100000000000000000e+01,-4.815647509509999935e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.973501585675370151e-01
5.000000000000000000e+00,1.000000000000000000e+00,9.283823280454317484e-02
5.000000000000000000e+00,2.000000000000000000e+00,-2.675946130660467048e-02
5.000000000000000000e+00,3.000000000000000000e+00,-2.422928074431220935e-01
5.000000000000000000e+00,4.000000000000000000e+00,-6.749751122469715980e-01
5.000000000000000000e+00,5.000000000000000000e+00,-1.102034477116096589e+00
5.000000000000000000e+00,6.000000000000000000e+00,-1.264969159011140043e+00
5.000000000000000000e+00,7.000000000000000000e+00,-1.819582720025594291e+00
5.000000000000000000e+00,8.000000000000000000e+00,-2.549030841655867796e+00
5.000000000000000000e+00,9.000000000000000000e+00,-6.758370770561803020e+00
5.000000000000000000e+00,1.000000000000000000e+01,-1.389297595916471550e+01
5.000000000000000000e+00,1.100000000000000000e+01,-1.502744807839830798e+01
6.000000000000000000e+00,0.000000000000000000e+00,7.397575520276822303e-01
6.000000000000000000e+00,1.000000000000000000e+00,6.998938820052709175e-01
6.000000000000000000e+00,2.000000000000000000e+00,6.177161409180129681e-01
6.000000000000000000e+00,3.000000000000000000e+00,2.911862722843707729e-01
6.000000000000000000e+00,4.000000000000000000e+00,7.985012283251524678e-02
6.000000000000000000e+00,5.000000000000000000e+00,-2.145897761887791688e-01
6.000000000000000000e+00,6.000000000000000000e+00,-4.145404879619087879e-01
6.000000000000000000e+00,7.000000000000000000e+00,-5.399508237787751241e-01
6.000000000000000000e+00,8.000000000000000000e+00,-1.457860524772027766e+00
6.000000000000000000e+00,9.000000000000000000e+00,-6.465104407284833599e+00
6.000000000000000000e+00,1.000000000000000000e+01,-1.737081701646186360e+01
6.000000000000000000e+00,1.100000000000000000e+01,-2.941379336665505662e+01
7.000000000000000000e+00,0.000000000000000000e+00,9.955643099411846109e-01
7.000000000000000000e+00,1.000000000000000000e+00,1.023476942927680433e+00
7.000000000000000000e+00,2.000000000000000000e+00,9.158063795368764914e-01
7.000000000000000000e+00,3.000000000000000000e+00,6.461582635876661485e-01
7.000000000000000000e+00,4.000000000000000000e+00,6.009820334736835079e-01
7.000000000000000000e+00,5.000000000000000000e+00,4.565642621810850343e-01
7.000000000000000000e+00,6.000000000000000000e+00,3.484065078233244961e-01
7.000000000000000000e+00,7.000000000000000000e+00,8.968843559258665721e-02
7.000000000000000000e+00,8.000000000000000000e+00,-8.097077034617283786e-01
7.000000000000000000e+00,9.000000000000000000e+00,-4.806802633781701140e+00
7.000000000000000000e+00,1.000000000000000000e+01,-1.072383603625583604e+01
7.000000000000000000e+00,1.100000000000000000e+01,-1.968309855590304025e+00
8.000000000000000000e+00,0.000000000000000000e+00,1.247340791879443245e+00
8.000000000000000000e+00,1.000000000000000000e+00,1.272371771189555467e+00
8.000000000000000000e+00,2.000000000000000000e+00,1.164460846467940236e+00
8.000000000000000000e+00,3.000000000000000000e+00,1.073722608570680137e+00
8.000000000000000000e+00,4.000000000000000000e+00,9.259037115192221279e-01
8.000000000000000000e+00,5.000000000000000000e+00,7.978228909836904137e-01
8.000000000000000000e+00,6.000000000000000000e+00,6.631465615365677024e-01
8.000000000000000000e+00,7.000000000000000000e+00,4.533410924621543714e-01
8.000000000000000000e+00,8.000000000000000000e+00,-3.772591424982545405e-01
8.000000000000000000e+00,9.000000000000000000e+00,-3.973441916083258363e+00
8.000000000000000000e+00,1.000000000000000000e+01,-9.314691880966547544e+00
8.000000000000000000e+00,1.100000000000000000e+01,-1.580040972736415839e+01
