0.000000000000000000e+00,0.000000000000000000e+00,-3.557788979790000639e+00
0.000000000000000000e+00,1.000000000000000000e+00,-3.577562194929999606e+00
0.000000000000000000e+00,2.000000000000000000e+00,-3.678682722029999574e+00
0.000000000000000000e+00,3.000000000000000000e+00,-3.747948041209999470e+00
0.000000000000000000e+00,4.000000000000000000e+00,-3.991483147289999867e+00
0.000000000000000000e+00,5.000000000000000000e+00,-4.222287417700000489e+00
0.000000000000000000e+00,6.000000000000000000e+00,-4.405636946140000454e+00
0.000000000000000000e+00,7.000000000000000000e+00,-4.546231840559999959e+00
0.000000000000000000e+00,8.000000000000000000e+00,-5.020144503590000085e+00
0.000000000000000000e+00,9.000000000000000000e+00,-6.491192416909999707e+00
0.000000000000000000e+00,1.000000000000000000e+01,-2.113925830032000164e+01
0.000000000000000000e+00,1.100000000000000000e+01,-5.463555557489999615e+01
1.000000000000000000e+00,0.000000000000000000e+00,-3.791879773559999833e+00
1.000000000000000000e+00,1.000000000000000000e+00,-3.904548870870000243e+00
1.000000000000000000e+00,2.000000000000000000e+00,-4.091360896949999493e+00
1.000000000000000000e+00,3.000000000000000000e+00,-4.235226216790000109e+00
1.000000000000000000e+00,4.000000000000000000e+00,-4.770668269570000675e+00
1.000000000000000000e+00,5.000000000000000000e+00,-5.238098329259999630e+00
1.000000000000000000e+00,6.000000000000000000e+00,-5.863250075850000798e+00
1.000000000000000000e+00,7.000000000000000000e+00,-6.492518596029999145e+00
1.000000000000000000e+00,8.000000000000000000e+00,-7.203945060649999732e+00
1.000000000000000000e+00,9.000000000000000000e+00,-9.690074597220000641e+00
1.000000000000000000e+00,1.000000000000000000e+01,-2.013186460634999975e+01
1.000000000000000000e+00,1.100000000000000000e+01,-5.840998809359999910e+01
2.000000000000000000e+00,0.000000000000000000e+00,-2.369626935589999928e+00
2.000000000000000000e+00,1.000000000000000000e+00,-2.549696429840000000e+00
2.000000000000000000e+00,2.000000000000000000e+00,-2.778429076890000182e+00
2.000000000000000000e+00,3.000000000000000000e+00,-3.058325065590000058e+00
2.000000000000000000e+00,4.000000000000000000e+00,-3.463684831359999716e+00
2.000000000000000000e+00,5.000000000000000000e+00,-3.730058017270000192e+00
2.000000000000000000e+00,6.000000000000000000e+00,-4.162708657439999627e+00
2.000000000000000000e+00,7.000000000000000000e+00,-4.835419585389999497e+00
2.000000000000000000e+00,8.000000000000000000e+00,-6.039046619460000542e+00
2.000000000000000000e+00,9.000000000000000000e+00,-8.801762524849998215e+00
