200.0,331583.943083,379123.276336,14.0,2467.89169184,11.0,5935091.0
201.0,330803.183052,376925.173612,14.0,1828.92549794,11.0,2809401.0
202.0,335175.320225,381767.567761,15.0,1861.9804859,12.0,1750898.0
203.0,330856.482177,380198.007046,15.0,2502.37199785,12.0,4906223.0
204.0,327662.091633,375257.285678,15.0,2069.6049962,12.0,2252538.0
205.0,334575.853591,381935.814205,15.0,1777.27437114,12.0,1775357.0
206.0,331486.673152,382785.921649,15.0,2293.81637895,12.0,2401941.0
207.0,331242.069764,381847.009522,15.0,2294.75736292,12.0,2855415.0
208.0,334830.199383,378763.908901,15.0,2657.53005952,12.0,7072715.0
209.0,330442.712215,386255.357063,15.0,3470.4960576,12.0,2747079.0
210.0,331652.192448,386104.325152,15.0,2985.44652209,12.0,3781106.0
211.0,332744.35881,383384.928541,15.0,2217.55068496,12.0,2931842.0
212.0,333077.870498,381802.903346,15.0,2075.03780633,12.0,2894852.0
213.0,329144.532994,382166.842566,16.0,2422.57702263,13.0,2264900.0
214.0,333488.265867,377701.162086,16.0,2791.05847097,13.0,8006662.0
215.0,329297.861225,370178.260446,16.0,3546.11399738,13.0,238271.0
216.0,336475.291449,377551.170115,16.0,4209.70670175,13.0,7463757.0
217.0,330744.740324,380564.746843,16.0,2250.48184351,13.0,4049200.0
218.0,329705.121903,374274.115417,16.0,1869.99550842,13.0,1028195.0
219.0,331791.784675,377098.387871,16.0,1871.82329955,13.0,3968599.0
220.0,327905.842332,379812.281692,16.0,2552.35536814,13.0,3279634.0
221.0,331566.549034,380668.428201,16.0,2229.03538623,13.0,4252616.0
222.0,332672.343914,384100.471617,16.0,2248.58577827,13.0,3471405.0
223.0,327794.172108,373264.914501,16.0,2258.42559057,13.0,1582135.0
224.0,330244.491262,373616.139855,16.0,2027.79946556,13.0,709240.0
225.0,333509.793427,377159.655443,16.0,2847.4123868,13.0,7168151.0
226.0,336274.144265,379471.737715,16.0,2992.63498679,13.0,5719276.0
227.0,326225.536491,382005.453199,17.0,3703.00584617,14.0,3095563.0
228.0,328129.995303,375507.203345,17.0,1923.43557742,14.0,2363381.0
229.0,334787.933717,378880.776827,17.0,2282.61223401,14.0,6863288.0
230.0,332634.779182,386074.026308,17.0,2527.40995678,14.0,4354074.0
231.0,332533.86658,377333.069011,17.0,2248.15071294,14.0,5973237.0
232.0,328017.591362,380591.900836,17.0,2580.76468603,14.0,3170295.0
233.0,332049.577434,377096.712013,17.0,1872.54958797,14.0,4281646.0
234.0,332266.468228,384659.966272,17.0,2083.18813083,14.0,3308676.0
235.0,327425.286458,382277.838687,17.0,2964.35028383,14.0,2382313.0
236.0,328975.501348,379825.093664,17.0,2174.01421898,14.0,3076719.0
237.0,332451.845027,375945.273096,17.0,2233.4111825,14.0,3297544.0
238.0,331040.310651,372786.971449,17.0,2524.73059103,14.0,560891.0
239.0,330858.458868,375025.582115,17.0,1900.39555621,14.0,1714396.0
240.0,326321.274329,382606.089642,17.0,3955.32014867,14.0,2943081.0
241.0,334238.383007,385430.086123,17.0,2672.63537992,14.0,4975850.0
242.0,328435.655152,375535.67194,17.0,1786.11146122,14.0,2011798.0
243.0,329261.56061,383748.136377,17.0,2507.81976398,14.0,1564236.0
244.0,333322.826508,386941.956763,17.0,3422.65199689,14.0,4791347.0
245.0,328247.227592,381379.057587,18.0,2157.63034139,15.0,2152481.0
246.0,331667.183337,385833.815663,18.0,2003.70391145,15.0,2205378.0
247.0,331847.884888,384943.557457,18.0,1922.32371046,15.0,2574262.0
248.0,334044.883912,385566.264703,18.0,2442.66587854,15.0,5002713.0
249.0,334141.951434,381468.093833,18.0,1872.17409575,15.0,3014738.0
250.0,332116.544471,376070.706895,18.0,1906.35815282,15.0,2930605.0
251.0,331250.161685,382835.435074,18.0,2088.49062302,15.0,2225930.0
252.0,334990.542497,380293.996362,18.0,1814.98304674,15.0,3767512.0
253.0,333006.506229,382846.343584,18.0,1870.13066979,15.0,2473024.0
254.0,335661.261327,382250.434603,18.0,2097.64249959,15.0,1961922.0
255.0,333221.411917,383813.455846,18.0,2017.52083829,15.0,3377686.0
256.0,329903.819949,381754.622596,18.0,1889.18024481,15.0,2057423.0
257.0,334918.426412,378772.638921,18.0,2290.56306622,15.0,7258320.0
258.0,331683.705674,382790.597765,18.0,2033.56820091,15.0,2322535.0
259.0,327975.835242,368833.33194,18.0,4840.14406812,15.0,482125.0
260.0,333571.107386,385566.656116,18.0,2393.43869291,15.0,5133991.0
261.0,329059.833304,382736.728123,19.0,2356.64065087,16.0,2174014.0
262.0,329723.891185,369473.470534,19.0,3946.5838299,16.0,205155.0
263.0,335103.045989,380757.389263,19.0,1666.19791083,16.0,2830899.0
264.0,327578.723218,375882.46525,19.0,2168.46923078,16.0,2996462.0
265.0,327880.918338,369522.578087,19.0,4154.56761328,16.0,508627.0
266.0,329916.944327,371469.949092,19.0,2331.56869313,16.0,210105.0
267.0,329642.208756,369362.167916,19.0,4081.77814029,16.0,210485.0
268.0,333169.018049,379036.807783,19.0,2228.94282211,16.0,8327492.0
269.0,325530.735191,378211.097217,19.0,3653.99513489,16.0,3628841.0
270.0,334548.786782,382061.244398,19.0,1650.06677408,16.0,2034733.0
271.0,328981.598476,374698.376361,19.0,1663.1698783,16.0,1341500.0
272.0,335709.884806,380142.019184,19.0,2053.50652127,16.0,4620054.0
273.0,332471.619599,382860.241867,19.0,1821.22028582,16.0,2241439.0
274.0,327857.135275,369622.117164,19.0,4079.61061975,16.0,530880.0
275.0,326730.97391,372870.970416,19.0,2868.36186693,16.0,2106653.0
276.0,336178.402963,376332.076346,19.0,4070.25900833,16.0,7831239.0
277.0,329341.482826,373820.252257,19.0,1821.39205915,16.0,1091237.0
278.0,327129.034791,379904.878626,20.0,2529.37768702,17.0,3432527.0
279.0,330055.409577,385096.175889,20.0,2400.13684193,17.0,1735171.0
280.0,332857.765579,379709.270733,20.0,2100.46451879,17.0,7245217.0
281.0,330562.666453,378305.228969,20.0,1887.25970413,17.0,4883314.0
282.0,331559.597955,386072.281858,20.0,2074.08475749,17.0,2350750.0
283.0,332134.382421,378977.279746,20.0,2134.45941094,17.0,7545272.0
284.0,330028.649362,375103.927935,20.0,1605.72336406,17.0,1508894.0
285.0,333364.441615,382220.453182,20.0,1600.85155076,17.0,2069117.0
286.0,332145.981222,380465.853929,20.0,2139.87254926,17.0,5732237.0
287.0,332131.225694,380546.21007,20.0,2134.13366347,17.0,5579562.0
288.0,330258.541187,383620.209561,20.0,1922.90687716,17.0,1509560.0
289.0,333505.177485,384718.051519,20.0,1895.08482626,17.0,4556906.0
290.0,327099.986134,382078.114005,21.0,2551.16705561,18.0,2353448.0
291.0,333896.364346,385381.437552,21.0,2003.00010971,18.0,5333217.0
292.0,329805.143723,384547.935234,21.0,2191.03362875,18.0,1608771.0
293.0,328344.898772,372643.914617,21.0,2066.30221804,18.0,1020227.0
294.0,332346.388435,383450.262186,21.0,1737.75062203,18.0,2296497.0
295.0,330189.453379,373730.119001,21.0,1458.00995395,18.0,601302.0
296.0,332001.432946,384770.639348,21.0,1713.70625463,18.0,2595635.0
297.0,329181.343917,383188.758398,21.0,2098.77210002,18.0,1447432.0
298.0,334614.178278,379136.689886,21.0,1905.93725152,18.0,6787923.0
299.0,328664.244057,377501.228334,21.0,2045.44729582,18.0,3748438.0
